tenure,state,constituency,winner,winner_party,winner_votes,runner_up,runner_up_party,runner_up_votes,total_votes,margin_votes,margin_pct,competitiveness
18th Lok Sabha,Uttar Pradesh,Amethi,KISHORI LAL,Indian National Congress,539228,SMRITI IRANI,Bharatiya Janata Party,372032,980671,167196,17.05,safe
18th Lok Sabha,Uttar Pradesh,Amroha,KANWAR SINGH TANWAR,Bharatiya Janata Party,476506,KUNWAR DANISH ALI,Indian National Congress,447836,1110690,28670,2.58,marginal
18th Lok Sabha,Uttar Pradesh,Aonla,NEERAJ MAURYA,Samajwadi Party,492515,DHARMENDRA KASHYAP,Bharatiya Janata Party,476546,1088896,15969,1.47,marginal
18th Lok Sabha,Uttar Pradesh,Azamgarh,DHARMENDRA YADAV,Samajwadi Party,508239,DINESH LAL YADAV “NIRAHUA”,Bharatiya Janata Party,347204,1054520,161035,15.27,safe
18th Lok Sabha,Uttar Pradesh,Badaun,ADITYA YADAV,Samajwadi Party,501855,DURVIJAY SINGH SHAKYA,Bharatiya Janata Party,466864,1091764,34991,3.2,marginal
18th Lok Sabha,Uttar Pradesh,Baghpat,DR RAJKUMAR SANGWAN,Rashtriya Lok Dal,488967,AMARPAL,Samajwadi Party,329508,933773,159459,17.08,safe
18th Lok Sabha,Uttar Pradesh,Baharaich,ANAND KUMAR,Bharatiya Janata Party,518802,RAMESH CHANDRA,Samajwadi Party,454575,1056566,64227,6.08,competitive
18th Lok Sabha,Uttar Pradesh,Ballia,SANATAN PANDEY,Samajwadi Party,467068,NEERAJ SHEKHAR,Bharatiya Janata Party,423684,1007322,43384,4.31,marginal
18th Lok Sabha,Uttar Pradesh,Banda,KRISHNA DEVI SHIVSHANKER PATEL,Samajwadi Party,406567,R. K. SINGH PATEL,Bharatiya Janata Party,335357,1044132,71210,6.82,competitive
18th Lok Sabha,Uttar Pradesh,Bansgaon,KAMLESH PASWAN,Bharatiya Janata Party,428693,SADAL PRASAD,Indian National Congress,425543,944763,3150,0.33,marginal
18th Lok Sabha,Uttar Pradesh,Barabanki,TANUJ PUNIA,Indian National Congress,719927,RAJRANI RAWAT,Bharatiya Janata Party,504223,1290634,215704,16.71,safe
18th Lok Sabha,Uttar Pradesh,Bareilly,CHHATRA PAL SINGH GANGWAR,Bharatiya Janata Party,567127,PRAVEEN SINGH ARON,Samajwadi Party,532323,1119558,34804,3.11,marginal
18th Lok Sabha,Uttar Pradesh,Basti,RAM PRASAD CHAUDHARY,Samajwadi Party,527005,HARISH CHANDRA ALIAS HARISH DWIVEDI,Bharatiya Janata Party,426011,1082870,100994,9.33,competitive
18th Lok Sabha,Uttar Pradesh,Bhadohi,DR. VINOD KUMAR BIND,Bharatiya Janata Party,459982,LALITESHPATI TRIPATHI,All India Trinamool Congress,415910,1084993,44072,4.06,marginal
18th Lok Sabha,Uttar Pradesh,Bijnor,CHANDAN CHAUHAN,Rashtriya Lok Dal,404493,DEEPAK,Samajwadi Party,366985,1024432,37508,3.66,marginal
18th Lok Sabha,Uttar Pradesh,Bulandshahr,DR BHOLA SINGH,Bharatiya Janata Party,597310,SHIVRAM,Indian National Congress,322176,1054399,275134,26.09,safe
18th Lok Sabha,Uttar Pradesh,Chandauli,BIRENDRA SINGH,Samajwadi Party,474476,DR. MAHENDRA NATH  PANDEY,Bharatiya Janata Party,452911,1116499,21565,1.93,marginal
18th Lok Sabha,Uttar Pradesh,Deoria,SHASHANK MANI,Bharatiya Janata Party,504541,AKHILESH PRATAP SINGH,Indian National Congress,469699,1043308,34842,3.34,marginal
18th Lok Sabha,Uttar Pradesh,Dhaurahra,ANAND BHADAURIYA,Samajwadi Party,443743,REKHA VERMA,Bharatiya Janata Party,439294,1111847,4449,0.4,marginal
18th Lok Sabha,Uttar Pradesh,Domariyaganj,JAGDAMBIKA PAL,Bharatiya Janata Party,463303,BHISHMA SHANKAR ALIAS KUSHAL TIWARI,Samajwadi Party,420575,1018965,42728,4.19,marginal
18th Lok Sabha,Uttar Pradesh,Etah,DEVESH SHAKYA,Samajwadi Party,475808,RAJVEER SINGH (RAJU BHAIYA),Bharatiya Janata Party,447756,1010381,28052,2.78,marginal
18th Lok Sabha,Uttar Pradesh,Etawah,JITENDRA KUMAR DOHARE,Samajwadi Party,490747,DR RAM SHANKAR KATHERIA,Bharatiya Janata Party,432328,1033784,58419,5.65,competitive
18th Lok Sabha,Uttar Pradesh,Faizabad,AWADHESH PRASAD,Samajwadi Party,554289,LALLU SINGH,Bharatiya Janata Party,499722,1140661,54567,4.78,marginal
18th Lok Sabha,Uttar Pradesh,Farrukhabad,MUKESH RAJPUT,Bharatiya Janata Party,487963,DR. NAVAL KISHOR SHAKYA,Samajwadi Party,485285,1033794,2678,0.26,marginal
18th Lok Sabha,Uttar Pradesh,Fatehpur,NARESH CHANDRA UTTAM PATEL,Samajwadi Party,500328,NIRANJAN JYOTI,Bharatiya Janata Party,467129,1106944,33199,3.0,marginal
18th Lok Sabha,Uttar Pradesh,Fatehpur Sikri,RAJKUMAR CHAHAR,Bharatiya Janata Party,445657,RAMNATH SINGH SIKARWAR,Indian National Congress,402252,1034155,43405,4.2,marginal
18th Lok Sabha,Uttar Pradesh,Firozabad,AKSHAYA YADAV,Samajwadi Party,543037,VISHWADEEP SINGH,Bharatiya Janata Party,453725,1107296,89312,8.07,competitive
18th Lok Sabha,Uttar Pradesh,Gautam Buddha Nagar,DR. MAHESH SHARMA,Bharatiya Janata Party,857829,DR. MAHENDRA SINGH NAGAR,Samajwadi Party,298357,1437244,559472,38.93,safe
18th Lok Sabha,Uttar Pradesh,Ghaziabad,ATUL GARG,Bharatiya Janata Party,854170,DOLLY SHARMA,Indian National Congress,517205,1470430,336965,22.92,safe
18th Lok Sabha,Uttar Pradesh,Ghazipur,AFZAL ANSARI,Samajwadi Party,539912,PARS NATH RAI,Bharatiya Janata Party,415051,1153094,124861,10.83,competitive
18th Lok Sabha,Uttar Pradesh,Ghosi,RAJEEV RAI,Samajwadi Party,503131,DR. ARVIND RAJBHAR,Suheldev Bharatiya Samaj Party,340188,1150590,162943,14.16,competitive
18th Lok Sabha,Uttar Pradesh,Gonda,KIRTIVARDHAN SINGH,Bharatiya Janata Party,474258,SHREYA VERMA,Samajwadi Party,428034,952884,46224,4.85,marginal
18th Lok Sabha,Uttar Pradesh,Gorakhpur,RAVINDRA SHUKLA ALIAS RAVI KISHAN,Bharatiya Janata Party,585834,KAJAL NISHAD,Samajwadi Party,482308,1154413,103526,8.97,competitive
18th Lok Sabha,Uttar Pradesh,Hamirpur,AJENDRA SINGH LODHI,Samajwadi Party,490683,KUNWAR PUSHPENDRA SINGH CHANDEL,Bharatiya Janata Party,488054,1115299,2629,0.24,marginal
18th Lok Sabha,Uttar Pradesh,Hardoi,JAI PRAKASH,Bharatiya Janata Party,486798,USHA VERMA,Samajwadi Party,458942,1100116,27856,2.53,marginal
18th Lok Sabha,Uttar Pradesh,Hathras,ANOOP PRADHAN BALMIKI,Bharatiya Janata Party,554746,JASVEER VALMIKI,Samajwadi Party,307428,1082720,247318,22.84,safe
18th Lok Sabha,Uttar Pradesh,Jalaun,NARAYAN DAS AHIRWAR,Samajwadi Party,530180,BHANU PRATAP SINGH VERMA,Bharatiya Janata Party,476282,1128949,53898,4.77,marginal
18th Lok Sabha,Uttar Pradesh,Jaunpur,BABU SINGH KUSHWAHA,Samajwadi Party,509130,KRIPASHANKAR SINGH,Bharatiya Janata Party,409795,1101788,99335,9.02,competitive
18th Lok Sabha,Uttar Pradesh,Jhansi,ANURAG SHARMA,Bharatiya Janata Party,690316,"PRADEEP JAIN ""ADITYA""",Indian National Congress,587702,1380506,102614,7.43,competitive
18th Lok Sabha,Uttar Pradesh,Kairana,IQRA CHOUDHARY,Samajwadi Party,528013,PRADEEP KUMAR,Bharatiya Janata Party,458897,1079806,69116,6.4,competitive
18th Lok Sabha,Uttar Pradesh,Kaiserganj,KARAN BHUSHAN SINGH,Bharatiya Janata Party,571263,BHAGAT RAM,Samajwadi Party,422420,1062099,148843,14.01,competitive
18th Lok Sabha,Uttar Pradesh,Kannauj,AKHILESH YADAV,Samajwadi Party,642292,SUBRAT PATHAK,Bharatiya Janata Party,471370,1217833,170922,14.03,competitive
18th Lok Sabha,Uttar Pradesh,Kanpur,RAMESH AWASTHI,Bharatiya Janata Party,443055,ALOK MISRA,Indian National Congress,422087,887396,20968,2.36,marginal
18th Lok Sabha,Uttar Pradesh,Kaushambi,PUSHPENDRA SAROJ,Samajwadi Party,509787,VINOD KUMAR SONKAR,Bharatiya Janata Party,405843,1009329,103944,10.3,competitive
18th Lok Sabha,Uttar Pradesh,Kheri,UTKARSH VERMA  'MADHUR',Samajwadi Party,557365,AJAY KUMAR,Bharatiya Janata Party,523036,1213359,34329,2.83,marginal
18th Lok Sabha,Uttar Pradesh,Kushi Nagar,VIJAY KUMAR DUBAY,Bharatiya Janata Party,516345,AJAY PRATAP SINGH URF PINTU SAITHWAR,Samajwadi Party,434555,1080483,81790,7.57,competitive
18th Lok Sabha,Uttar Pradesh,Lalganj,DAROGA PRASAD SAROJ,Samajwadi Party,439959,NEELAM SONKER,Bharatiya Janata Party,324936,1003438,115023,11.46,competitive
18th Lok Sabha,Uttar Pradesh,Lucknow,RAJ NATH SINGH,Bharatiya Janata Party,612709,RAVIDAS MEHROTRA,Samajwadi Party,477550,1136892,135159,11.89,competitive
18th Lok Sabha,Uttar Pradesh,Machhlishahr,PRIYA SAROJ,Samajwadi Party,451292,BHOLANATH (B.P. SAROJ),Bharatiya Janata Party,415442,1060063,35850,3.38,marginal
18th Lok Sabha,Uttar Pradesh,Maharajganj,PANKAJ CHAUDHARY,Bharatiya Janata Party,591310,VIRENDRA CHAUDHARY,Indian National Congress,555859,1210451,35451,2.93,marginal
18th Lok Sabha,Uttar Pradesh,Mainpuri,DIMPLE YADAV,Samajwadi Party,598526,JAYVEER SINGH,Bharatiya Janata Party,376887,1054011,221639,21.03,safe
18th Lok Sabha,Uttar Pradesh,Mathura,HEMAMALINI DHARMENDRA DEOL,Bharatiya Janata Party,510064,MUKESH DHANGAR,Indian National Congress,216657,957046,293407,30.66,safe
18th Lok Sabha,Uttar Pradesh,Meerut,ARUN GOVIL,Bharatiya Janata Party,546469,SUNITA VERMA,Samajwadi Party,535884,1182479,10585,0.9,marginal
18th Lok Sabha,Uttar Pradesh,Mirzapur,ANUPRIYA PATEL,Apna Dal (Soneylal),471631,RAMESH CHAND BIND,Samajwadi Party,433821,1105405,37810,3.42,marginal
18th Lok Sabha,Uttar Pradesh,Misrikh,ASHOK KUMAR RAWAT,Bharatiya Janata Party,475016,SANGITA RAJVANSHI,Samajwadi Party,441610,1051983,33406,3.18,marginal
18th Lok Sabha,Uttar Pradesh,Mohanlalganj,R.K. CHAUDHARY,Samajwadi Party,667869,KAUSHAL KISHORE,Bharatiya Janata Party,597577,1377452,70292,5.1,competitive
18th Lok Sabha,Uttar Pradesh,Moradabad,RUCHI VIRA,Samajwadi Party,637363,KUNWAR SARVESH KUMAR,Bharatiya Janata Party,531601,1283185,105762,8.24,competitive
18th Lok Sabha,Uttar Pradesh,Muzaffarnagar,HARENDRA SINGH MALIK,Samajwadi Party,470721,SANJEEV KUMAR BALYAN,Bharatiya Janata Party,446049,1078669,24672,2.29,marginal
18th Lok Sabha,Uttar Pradesh,Nagina,CHANDRASHEKHAR,Aazad Samaj Party (Kanshi Ram),512552,OM KUMAR,Bharatiya Janata Party,361079,1001303,151473,15.13,safe
18th Lok Sabha,Uttar Pradesh,Phulpur,PRAVEEN PATEL,Bharatiya Janata Party,452600,AMAR NATH SINGH MAURYA,Samajwadi Party,448268,1014824,4332,0.43,marginal
18th Lok Sabha,Uttar Pradesh,Pilibhit,JITIN PRASADA,Bharatiya Janata Party,607158,BHAGWAT SARAN GANGWAR,Samajwadi Party,442223,1160947,164935,14.21,competitive
18th Lok Sabha,Uttar Pradesh,Pratapgarh,SHIV PAL SINGH PATEL (DR. S P SINGH),Samajwadi Party,441932,SANGAM LAL GUPTA,Bharatiya Janata Party,375726,947288,66206,6.99,competitive
18th Lok Sabha,Uttar Pradesh,Rae Bareli,RAHUL GANDHI,Indian National Congress,687649,DINESH PRATAP SINGH,Bharatiya Janata Party,297619,1039219,390030,37.53,safe
18th Lok Sabha,Uttar Pradesh,Rampur,MOHIBBULLAH,Samajwadi Party,481503,GHANSHYAM SINGH LODHI,Bharatiya Janata Party,394069,968079,87434,9.03,competitive
18th Lok Sabha,Uttar Pradesh,Robertsganj,CHHOTELAL,Samajwadi Party,465848,RINKI SINGH,Apna Dal (Soneylal),336614,1009545,129234,12.8,competitive
18th Lok Sabha,Uttar Pradesh,Saharanpur,IMRAN MASOOD,Indian National Congress,547967,RAGHAV LAKHANPAL,Bharatiya Janata Party,483425,1229455,64542,5.25,competitive
18th Lok Sabha,Uttar Pradesh,Salempur,RAMASHANKAR RAJBHAR,Samajwadi Party,405472,RAVINDAR KUSHAWAHA,Bharatiya Janata Party,401899,917362,3573,0.39,marginal
18th Lok Sabha,Uttar Pradesh,Sambhal,ZIA UR REHMAN,Samajwadi Party,571161,PARMESHWAR LAL SAINI,Bharatiya Janata Party,449667,1194983,121494,10.17,competitive
18th Lok Sabha,Uttar Pradesh,Sant Kabir Nagar,LAXMIKANT PAPPU NISHAD,Samajwadi Party,498695,PRAVIN KUMAR NISHAD,Bharatiya Janata Party,406525,1091202,92170,8.45,competitive
18th Lok Sabha,Uttar Pradesh,Shahjahanpur,ARUN KUMAR SAGAR,Bharatiya Janata Party,592718,JYOTSNA GOND,Samajwadi Party,537339,1247902,55379,4.44,marginal
18th Lok Sabha,Uttar Pradesh,Shrawasti,RAM SHIROMANI VERMA,Samajwadi Party,511055,SAKET MISRA,Bharatiya Janata Party,434382,1046528,76673,7.33,competitive
18th Lok Sabha,Uttar Pradesh,Sitapur,RAKESH RATHOR,Indian National Congress,531138,RAJESH VERMA,Bharatiya Janata Party,441497,1102015,89641,8.13,competitive
18th Lok Sabha,Uttar Pradesh,Sultanpur,RAMBHUAL NISHAD,Samajwadi Party,444330,MANEKA SANJAY GANDHI,Bharatiya Janata Party,401156,1033387,43174,4.18,marginal
18th Lok Sabha,Uttar Pradesh,Unnao,SWAMI SACHCHIDANAND HARI SAKSHI,Bharatiya Janata Party,616133,ANNU TANDON,Samajwadi Party,580315,1302271,35818,2.75,marginal
18th Lok Sabha,Uttar Pradesh,Varanasi,NARENDRA MODI,Bharatiya Janata Party,612970,AJAY RAI,Indian National Congress,460457,1130143,152513,13.5,competitive
18th Lok Sabha,Uttarakhand,Almora,AJAY TAMTA,Bharatiya Janata Party,429167,PRADEEP TAMTA,Indian National Congress,195070,668497,234097,35.02,safe
18th Lok Sabha,Uttarakhand,Garhwal,ANIL BALUNI,Bharatiya Janata Party,432159,GANESH GODIYAL,Indian National Congress,268656,737431,163503,22.17,safe
18th Lok Sabha,Uttarakhand,Haridwar,TRIVENDRA SINGH RAWAT,Bharatiya Janata Party,653808,VIRENDRA RAWAT,Indian National Congress,489752,1302623,164056,12.59,competitive
18th Lok Sabha,Uttarakhand,Nainital-Udhamsingh Nagar,AJAY BHATT,Bharatiya Janata Party,772671,PRAKASH JOSHI,Indian National Congress,438123,1266016,334548,26.43,safe
18th Lok Sabha,Uttarakhand,Tehri Garhwal,MALA RAJYA LAKSHMI SHAH,Bharatiya Janata Party,462603,JOT SINGH GUNSOLA,Indian National Congress,190110,862041,272493,31.61,safe
18th Lok Sabha,West Bengal,Alipurduars,MANOJ TIGGA,Bharatiya Janata Party,695314,PRAKASH CHIK BARAIK,All India Trinamool Congress,619867,1421389,75447,5.31,competitive
18th Lok Sabha,West Bengal,Arambagh,BAG MITALI,All India Trinamool Congress,712587,ARUP KANTI DIGAR,Bharatiya Janata Party,706188,1559079,6399,0.41,marginal
18th Lok Sabha,West Bengal,Asansol,SHATRUGHAN PRASAD SINHA,All India Trinamool Congress,605645,SURENDRAJEET SINGH AHLUWALIA,Bharatiya Janata Party,546081,1301540,59564,4.58,marginal
18th Lok Sabha,West Bengal,Baharampur,PATHAN YUSUF,All India Trinamool Congress,524516,ADHIR RANJAN CHOWDHURY,Indian National Congress,439494,1384770,85022,6.14,competitive
18th Lok Sabha,West Bengal,Balurghat,SUKANTA MAJUMDAR,Bharatiya Janata Party,574996,BIPLAB MITRA,All India Trinamool Congress,564610,1237308,10386,0.84,marginal
18th Lok Sabha,West Bengal,Bangaon,SHANTANU THAKUR,Bharatiya Janata Party,719505,BISWAJIT DAS S/O LATE BIJAY KRISHNA DAS,All India Trinamool Congress,645812,1493108,73693,4.94,marginal
18th Lok Sabha,West Bengal,Bankura,ARUP CHAKRABORTY,All India Trinamool Congress,641813,DR. SUBHAS SARKAR,Bharatiya Janata Party,609035,1447674,32778,2.26,marginal
18th Lok Sabha,West Bengal,Barasat,KAKOLI GHOSH DASTIDAR,All India Trinamool Congress,692010,SWAPAN MAJUMDER,Bharatiya Janata Party,577821,1532601,114189,7.45,competitive
18th Lok Sabha,West Bengal,Bardhaman Purba,DR. SHARMILA SARKAR,All India Trinamool Congress,720302,ASIM KUMAR SARKAR,Bharatiya Janata Party,559730,1497310,160572,10.72,competitive
18th Lok Sabha,West Bengal,Bardhaman-Durgapur,AZAD KIRTI JHA,All India Trinamool Congress,720667,DILIP GHOSH,Bharatiya Janata Party,582686,1501773,137981,9.19,competitive
18th Lok Sabha,West Bengal,Barrackpur,PARTHA BHOWMICK,All India Trinamool Congress,520231,ARJUN SINGH,Bharatiya Janata Party,455793,1141860,64438,5.64,competitive
18th Lok Sabha,West Bengal,Basirhat,SK NURUL ISLAM,All India Trinamool Congress,803762,REKHA PATRA,Bharatiya Janata Party,470215,1523401,333547,21.89,safe
18th Lok Sabha,West Bengal,Birbhum,SATABDI ROY,All India Trinamool Congress,717961,DEBTANU BHATTACHARYA,Bharatiya Janata Party,520311,1527432,197650,12.94,competitive
18th Lok Sabha,West Bengal,Bishnupur,KHAN SAUMITRA,Bharatiya Janata Party,680130,SUJATA MONDAL,All India Trinamool Congress,674563,1513872,5567,0.37,marginal
18th Lok Sabha,West Bengal,Bolpur,ASIT KUMAR MAL,All India Trinamool Congress,855633,PIYA SAHA,Bharatiya Janata Party,528380,1528470,327253,21.41,safe
18th Lok Sabha,West Bengal,Coochbehar,JAGADISH CHANDRA BARMA BASUNIA,All India Trinamool Congress,788375,NISITH PRAMANIK,Bharatiya Janata Party,749125,1623048,39250,2.42,marginal
18th Lok Sabha,West Bengal,Darjeeling,RAJU BISTA,Bharatiya Janata Party,679331,GOPAL LAMA,All India Trinamool Congress,500806,1327412,178525,13.45,competitive
18th Lok Sabha,West Bengal,Diamond harbour,ABHISHEK BANERJEE,All India Trinamool Congress,1048230,ABHIJIT DAS (BOBBY),Bharatiya Janata Party,337300,1530817,710930,46.44,safe
18th Lok Sabha,West Bengal,Dum dum,SOUGATA RAY,All India Trinamool Congress,528579,SILBHADRA DATTA,Bharatiya Janata Party,457919,1260046,70660,5.61,competitive
18th Lok Sabha,West Bengal,Ghatal,ADHIKARI DEEPAK (DEV),All India Trinamool Congress,837990,DR. HIRANMOY CHATTOPADHYAYA,Bharatiya Janata Party,655122,1600556,182868,11.43,competitive
18th Lok Sabha,West Bengal,Hooghly,RACHNA BANERJEE,All India Trinamool Congress,702744,LOCKET CHATTERJEE,Bharatiya Janata Party,625891,1517511,76853,5.06,competitive
18th Lok Sabha,West Bengal,Howrah,PRASUN BANERJEE,All India Trinamool Congress,626493,DR RATHIN CHAKRAVARTY,Bharatiya Janata Party,457051,1271796,169442,13.32,competitive
18th Lok Sabha,West Bengal,Jadavpur,SAYANI GHOSH,All India Trinamool Congress,717899,DR. ANIRBAN GANGULY,Bharatiya Janata Party,459698,1566509,258201,16.48,safe
18th Lok Sabha,West Bengal,Jalpaiguri,DR JAYANTA KUMAR ROY,Bharatiya Janata Party,766568,NIRMAL CHANDRA ROY,All India Trinamool Congress,679875,1578389,86693,5.49,competitive
18th Lok Sabha,West Bengal,Jangipur,KHALILUR RAHAMAN,All India Trinamool Congress,544427,MURTOJA HOSSAIN BOKUL,Indian National Congress,427790,1369633,116637,8.52,competitive
18th Lok Sabha,West Bengal,Jhargram,KALIPADA SAREN (KHERWAL),All India Trinamool Congress,743478,DR. PRANAT TUDU,Bharatiya Janata Party,569430,1490843,174048,11.67,competitive
18th Lok Sabha,West Bengal,Joynagar,PRATIMA MONDAL,All India Trinamool Congress,894312,ASHOK KANDARY,Bharatiya Janata Party,424093,1482631,470219,31.72,safe
18th Lok Sabha,West Bengal,Kanthi,ADHIKARI SOUMENDU,Bharatiya Janata Party,763195,UTTAM BARIK SON OF LATE BIRENDRA BARIK,All India Trinamool Congress,715431,1530997,47764,3.12,marginal
18th Lok Sabha,West Bengal,Kolkata Dakshin,MALA ROY,All India Trinamool Congress,615274,DEBASREE CHAUDHURI,Bharatiya Janata Party,428043,1243477,187231,15.06,safe
18th Lok Sabha,West Bengal,Kolkata Uttar,BANDYOPADHYAY SUDIP,All India Trinamool Congress,454696,TAPAS ROY,Bharatiya Janata Party,362136,958433,92560,9.66,competitive
18th Lok Sabha,West Bengal,Krishnanagar,MAHUA MOITRA,All India Trinamool Congress,628789,AMRITA ROY,Bharatiya Janata Party,572084,1425712,56705,3.98,marginal
18th Lok Sabha,West Bengal,Maldaha Dakshin,ISHA KHAN CHOUDHURY,Indian National Congress,572395,SREERUPA MITRA CHAUDHURY (NIRBHAYA DIDI),Bharatiya Janata Party,444027,1369789,128368,9.37,competitive
18th Lok Sabha,West Bengal,Maldaha Uttar,KHAGEN MURMU,Bharatiya Janata Party,527023,PRASUN BANERJEE,All India Trinamool Congress,449315,1417589,77708,5.48,competitive
18th Lok Sabha,West Bengal,Mathurapur,BAPI HALDAR,All India Trinamool Congress,755731,ASHOK PURKAIT,Bharatiya Janata Party,554674,1496024,201057,13.44,competitive
18th Lok Sabha,West Bengal,Medinipur,JUNE MALIAH,All India Trinamool Congress,702192,AGNIMITRA PAUL,Bharatiya Janata Party,675001,1481563,27191,1.84,marginal
18th Lok Sabha,West Bengal,Murshidabad,ABU TAHER KHAN,All India Trinamool Congress,682442,MD SALIM,Communist Party of India  (Marxist),518227,1541559,164215,10.65,competitive
18th Lok Sabha,West Bengal,Purulia,JYOTIRMAY SINGH MAHATO,Bharatiya Janata Party,578489,SHANTIRAM MAHATO,All India Trinamool Congress,561410,1434018,17079,1.19,marginal
18th Lok Sabha,West Bengal,Raiganj,KARTICK CHANDRA PAUL,Bharatiya Janata Party,560897,KALYANI KRISHNA,All India Trinamool Congress,492700,1368471,68197,4.98,marginal
18th Lok Sabha,West Bengal,Ranaghat,JAGANNATH SARKAR,Bharatiya Janata Party,782396,MUKUT MANI ADHIKARI,All India Trinamool Congress,595497,1540632,186899,12.13,competitive
18th Lok Sabha,West Bengal,Srerampur,KALYAN BANERJEE,All India Trinamool Congress,673970,KABIR SHANKAR BOSE,Bharatiya Janata Party,499140,1476532,174830,11.84,competitive
18th Lok Sabha,West Bengal,Tamluk,ABHIJIT GANGOPADHYAY,Bharatiya Janata Party,765584,DEBANGSHU BHATTACHARYA,All India Trinamool Congress,687851,1577319,77733,4.93,marginal
18th Lok Sabha,West Bengal,Uluberia,SAJDA AHMED,All India Trinamool Congress,724622,ARUNUDAY PAULCHOWDHURY,Bharatiya Janata Party,505949,1390794,218673,15.72,safe
